post_id,platform,account,post_date,content_type,impressions,reach,likes,comments,shares,saves,clicks,hashtags,engagement_rate,follower_count,sentiment
POST_000409,TW,@david_robinson,2023-01-05,Poll,60334,39453,4657,292,332,152,2229,#data #business #marketing,0.087529,164690,1
POST_000410,twitter,@richard_johnson,2023-04-10,Post,293648,267442,24031,3456,1010,2237,6613,"['data', 'content']",9.7045,495783,-
POST_000411,Instagram,@sophia_white,2023-06-19,Thread,443258,289057,20928,1322,675,1572,15747,#growth #marketing #data #startup,5.1719,104439,pos
POST_002308,Instagram,@william_williams,2023-09-30,Carousel,387876,227114,6947,282,494,424,7244,"['startup', 'analytics', 'marketing', 'content']",1.9911,85397,+
POST_000413,Twitter,@charles_davis,2023-12-16,Story,125383,70817,1510,118,25,56,3339,"['analytics', 'socialmedia', 'growth']",0.013184,178592,great
POST_000414,Instagram,@noah_hernandez,2023-04-25,Poll,86198,74187,3403,394,128,125,2606,"['socialmedia', 'business', 'marketing']",4.5535,89720,negative
POST_000415,Twitter,@jennifer_jones,2023-09-06,Reel,433749,264419,18156,2706,1272,1134,10903,['business'],5.103,113233,negative
POST_000416,X,@jennifer_moore,2024-10-22,Thread,412004,290853,8006,584,531,477,5306,marketing,0.022138,138976,-
POST_000417,instagram,@joseph_white,2023-07-02,Thread,172088,124997,6948,219,260,630,2279,#startup #data #analytics,4.3158,103337,good
POST_000418,TW,@emma_robinson,2023-01-23,Poll,316365,295215,13572,1013,536,1316,5055,['analytics'],4.7796,270116,0
POST_000419,Instagram,@joseph_jackson,2023-04-10,Poll,257499,203785,22879,2205,850,1536,6258,"marketing,data,socialmedia,tech",10.0715,450384,
POST_000420,Instagram,@james_jackson,2023-10-22,Thread,65516,61050,5019,286,316,420,2569,#ai #growth #marketing #data,0.085796,236110,positive
POST_000421,Twitter,@richard_lee,2024-10-29,Reel,236736,140606,10588,1118,325,695,7384,"tech,startup,analytics,data",5.082,213237,1
POST_000422,Twitter,@william_garcia,2023-05-31,Carousel,214157,190037,13070,681,587,500,7385,"['growth', 'content', 'startup']",6.6951,381672,pos
POST_000423,Twitter,@william_clark,2024-03-03,Thread,332242,196898,6922,1013,201,280,5154,"['analytics', 'tech']",2.4488,310694,negative
POST_000424,Twitter,@mary_jackson,2023-11-28,Tweet,183153,114342,6627,323,444,495,5767,#startup #growth #tech #data,0.040371,459622,0
POST_000425,twitter,@ava_miller,2024-04-19,Carousel,131010,123184,9978,1169,780,228,2390,#business,0.091039,298990,negative
POST_000426,instagram,@emma_taylor,2024-08-01,Carousel,251477,310370,32345,3879,523,2437,14638,ai,0.146125,352763,pos
POST_000427,Instagram,@mary_hernandez,2023-02-14,Story,327731,487054,56280,5398,2330,4200,22266,#content,19.5307,362019,positive
POST_000428,Twitter,@david_smith,2023-01-18,Poll,120569,95703,8320,513,454,244,4325,['ai'],7.7026,279387,0
POST_000429,Twitter,@john_davis,2024-09-27,Story,216221,183937,17529,1386,583,1481,3959,#analytics #ai,9.0176,153622,positive
POST_000430,Twitter,@richard_garcia,2023-07-12,Thread,485981,342133,24434,2937,630,590,11955,"content,tech,business,socialmedia",5.7617,59124,
POST_000431,Instagram,@jennifer_martin,2023-11-28,Reel,368118,322542,12784,995,194,438,4841,"tech,startup",0.037958,15719,positive
POST_000432,X,@mary_harris,2024-09-02,Carousel,225944,178106,15754,1254,692,522,4154,#ai #growth #startup #content,7.8338,105194,good
POST_000433,Instagram,@liam_lewis,2024-10-21,Poll,277979,246450,22885,2147,755,710,6753,['data'],0.092766,75333,1
POST_000434,Instagram,@linda_johnson,2023-08-02,Tweet,477930,443023,19414,2058,228,1286,7081,#business,0.045404,376829,-
POST_000435,Instagram,@liam_robinson,2024-11-24,Thread,392281,309320,33768,4303,1624,2796,16278,#socialmedia #tech #marketing #startup,10.119,426529,
POST_000436,Twitter,@william_johnson,2023-08-15,Poll,368653,302460,21470,2962,1184,1360,6400,#growth #tech,0.069485,302741,positive
POST_000437,Twitter,@olivia_lee,2024-03-18,Tweet,442136,237075,20995,699,1616,1040,3962,#marketing #socialmedia #growth #business,0.052721,63983,neg
POST_000438,Twitter,@patricia_moore,2023-07-26,Story,62492,53586,3865,481,161,356,648,"marketing,analytics,business,ai",0.072121,7381,great
POST_000439,Instagram,@elizabeth_johnson,2023-08-26,Tweet,209151,196391,15273,1693,539,759,10506,"ai,startup",0.083696,466645,
POST_000440,Instagram,@noah_garcia,2024-05-13,Poll,408760,291276,27279,3912,581,1811,9119,content,7.7728,313718,negative
POST_000441,Instagram,@william_martinez,2024-09-20,Tweet,97838,66794,2843,207,174,266,3956,#marketing #growth #data,0.032952,315594,good
POST_000442,instagram,@patricia_lopez,2024-10-08,Post,109597,89281,8807,1230,91,757,4919,#startup,0.092411,214460,pos
POST_000443,Twitter,@joseph_harris,2024-03-08,Story,36355,21646,1170,50,87,53,995,"business,tech",3.5951,359559,
POST_000444,Twitter,@david_martinez,2023-10-02,Post,467180,258294,19575,1529,526,1122,4006,['data'],4.6299,416602,
POST_000445,TW,@john_taylor,2023-12-10,Thread,173957,159620,12876,1039,241,741,6143,"['tech', 'marketing', 'business', 'startup']",8.1376,190741,1
POST_000446,X,@mary_taylor,2024-12-10,Story,66131,35070,3971,147,195,292,1231,"['marketing', 'ai']",6.5219,197874,pos
POST_000447,IG,@olivia_smith,2023-03-12,Story,288303,407935,15382,1151,809,382,22973,"['tech', 'data']",0.060152,313129,0
POST_000448,Instagram,@emma_miller,2023-04-22,Post,442179,281074,17556,1172,942,1549,5763,['startup'],0.044484,252026,good
POST_000449,TW,@patricia_martin,2024-06-18,Story,351681,177514,5430,711,141,391,5433,#socialmedia,1.7863,162783,
POST_000450,Twitter,@sophia_smith,2024-09-28,Carousel,5370,3261,204,19,13,14,176,"['data', 'content']",0.043948,310738,
POST_000451,IG,@patricia_jones,2023-08-04,Tweet,321710,280881,26044,992,383,607,5193,"startup,growth,content,tech",8.5229,452059,negative
POST_000452,TW,@robert_martinez,2023-09-16,Story,183955,93662,4854,396,383,171,4539,#ai #content #data,0.030622,311757,neg
POST_000453,Instagram,@emma_taylor,2023-07-31,Thread,90963,54190,4518,286,196,244,1122,"ai,analytics",0.054967,350065,positive
POST_000454,IG,@richard_lopez,2023-05-04,Story,453855,377528,35514,1909,950,909,16302,#startup,0.084549,475313,negative
POST_000455,Twitter,@barbara_harris,2023-12-28,Thread,244469,230383,17257,1488,899,1383,12836,"['tech', 'analytics', 'growth', 'socialmedia']",0.080354,451025,negative
POST_000456,Instagram,@mary_williams,2024-05-10,Post,431640,344860,35746,2450,1351,1825,10125,"['content', 'data', 'marketing', 'ai']",9.162,234270,neg
POST_000457,Instagram,@karen_lee,2023-12-12,Tweet,384876,284919,7506,652,124,613,14066,"['data', 'startup', 'business']",2.1519,130474,-
POST_000458,Instagram,@michael_moore,2023-07-03,Reel,181110,122310,11240,948,296,442,2034,#content #socialmedia,0.06893,412087,1
POST_000459,Twitter,@noah_williams,2023-12-21,Story,393318,326212,34519,2097,2046,3391,5387,#startup,0.098297,279275,+
POST_000460,TW,@mary_brown,2023-04-13,Tweet,156221,185270,17777,937,1174,1035,4680,#growth #ai #data #marketing,12.7307,402969,pos
POST_000461,TW,@jennifer_jackson,2023-11-16,Reel,298792,160446,9766,1028,420,217,7838,"['startup', 'growth', 'data']",3.7531,345590,pos
POST_000462,Twitter,@jessica_davis,2023-12-24,Story,345956,282185,14529,1543,694,843,8734,"startup,ai",4.8463,398231,
POST_000463,Twitter,@susan_robinson,2023-12-08,Thread,66750,60629,2277,129,93,162,1301,"data,analytics,growth",0.037438,411322,positive
POST_000464,Instagram,@sarah_smith,2023-05-10,Poll,430001,383766,23439,1025,509,685,18968,"['business', 'growth']",5.8077,22714,positive
POST_000465,Twitter,@susan_miller,2023-07-07,Thread,220988,147984,7415,907,299,174,7279,"socialmedia,content",0.039011,170389,-
POST_000466,INSTA,@richard_brown,2024-01-16,Post,465529,429362,36307,4482,1463,2181,20132,"['analytics', 'growth', 'startup', 'data']",9.0761,228842,bad
POST_000467,Twitter,@barbara_brown,2024-09-09,Tweet,147,78,3,0,0,0,4,#content,2.0408,84669,
POST_000468,Instagram,@robert_hernandez,2024-11-13,Carousel,426063,495782,10180,966,146,540,26001,#business #socialmedia #startup,0.026503,370653,positive
POST_000469,Twitter,@karen_gonzalez,2023-06-15,Reel,342289,254999,24756,1157,682,1481,5889,"['data', 'startup', 'analytics']",0.077698,440914,+
POST_000470,Twitter,@sarah_harris,2023-01-03,Poll,463851,376348,35971,4730,1795,3284,12078,"analytics,content,marketing",9.1616,223856,great
POST_000471,Twitter,@barbara_lewis,2023-09-04,Thread,189649,118221,5245,388,132,153,3009,growth,0.030398,222093,pos
POST_000472,Instagram,@mary_jackson,2023-09-25,Reel,72485,55384,4673,267,191,438,2931,"['business', 'analytics', 'data']",0.070787,281589,positive
POST_000473,IG,@jessica_williams,2023-11-14,Reel,98332,51662,5149,418,229,183,3039,#marketing,5.8943,119834,
POST_000474,Instagram,@thomas_taylor,2024-03-26,Tweet,396995,359079,19990,945,421,1353,19420,"data,socialmedia,business",5.3794,471290,positive
POST_000475,IG,@sophia_moore,2023-07-03,Post,113673,85450,6252,385,199,368,2923,"['analytics', 'data', 'socialmedia']",0.060137,176493,negative
POST_000476,Instagram,@mary_white,2023-12-23,Carousel,71968,66566,3193,252,163,254,2037,"marketing,content,socialmedia,analytics",0.050133,331105,positive
POST_000477,X,@mary_moore,2023-02-03,Carousel,3537,2694,131,7,8,6,149,#ai,0.041278,430214,
POST_000478,Instagram,@karen_miller,2024-03-06,Tweet,2330,2053,124,7,5,12,38,"content,growth,data",0.058369,439981,positive
POST_000479,Instagram,@sophia_williams,2023-11-02,Thread,420362,389896,30064,2686,328,882,15666,#business #content #analytics,0.078689,82064,positive
POST_000480,X,@olivia_anderson,2023-01-18,Poll,213859,152153,14361,1658,818,982,7902,#content #marketing #growth,0.078729,271580,positive
POST_000481,Twitter,@emma_martinez,2024-10-22,Story,2339,1516,78,6,2,4,52,"tech,marketing,analytics,content",3.6768,265120,
POST_000482,Twitter,@noah_martin,2024-01-25,Reel,495396,319655,20628,3073,864,435,16989,"growth,ai,socialmedia",4.9587,47418,neg
POST_000483,Instagram,@david_white,2023-05-13,Post,177819,118513,13781,560,1016,454,2167,"growth,data,marketing,ai",0.086363,325025,
POST_000484,Twitter,@patricia_hernandez,2024-04-26,Tweet,418103,258798,28971,2647,1144,2766,2622,['socialmedia'],0.078359,340469,pos
POST_000485,Twitter,@jennifer_clark,2024-08-26,Post,317620,293314,9114,713,674,528,16307,"['marketing', 'growth']",3.3062,264397,pos
POST_000486,INSTA,@joseph_lee,2024-03-12,Tweet,193142,142430,13466,718,390,595,7197,#business,7.5457,255865,1
POST_000487,TW,@mary_gonzalez,2023-10-18,Story,408831,315866,25890,851,1514,1429,16613,"['socialmedia', 'startup']",6.9112,260390,0
POST_000488,Instagram,@jessica_lopez,2023-02-01,Carousel,154224,81884,6746,215,272,186,930,#socialmedia,4.6899,337339,neg
POST_000489,Twitter,@charles_moore,2024-07-12,Reel,477918,428741,35708,4076,2705,3383,21389,['socialmedia'],8.8904,178769,pos
POST_000490,Instagram,@william_smith,2023-03-18,Story,42831,22963,1462,148,90,71,1167,['data'],0.039691,348605,0
POST_000491,instagram,@sarah_smith,2023-12-22,Poll,140417,102775,10506,1102,292,821,2453,"['data', 'content', 'ai', 'analytics']",8.4748,158524,
POST_000492,Instagram,@olivia_lee,2024-05-17,Story,474223,421863,35933,2196,1508,902,22319,"['tech', 'business']",8.3583,343478,
POST_000493,Twitter,@susan_brown,2023-05-09,Post,678,370,33,3,2,2,17,#socialmedia #data,0.056047,496563,good
POST_000494,Twitter,@richard_harris,2023-04-17,Post,36518,31919,3283,227,185,166,336,#analytics #ai #growth,0.101183,394215,negative
POST_000495,X,@liam_lopez,2024-05-06,Tweet,370267,304314,19236,2742,1355,1230,17920,"['startup', 'ai']",6.3017,386088,good
POST_000496,Instagram,@david_taylor,2023-08-15,Tweet,158822,118041,3744,125,120,329,6249,"['content', 'tech']",2.5116,456220,good
POST_000497,Twitter,@emma_brown,2023-06-08,Carousel,254102,165296,5010,733,317,319,5418,"['data', 'content', 'growth']",2.3849,141069,negative
POST_000498,Twitter,@olivia_moore,2023-11-22,Carousel,193651,159940,13492,1991,263,1072,6929,"['analytics', 'business']",8.1311,337829,positive
POST_000499,Twitter,@jennifer_martin,2024-10-12,Thread,208610,192622,13441,1959,936,300,7475,"marketing,data,ai,tech",7.8309,42233,positive
POST_000500,Instagram,@karen_brown,2023-11-18,Reel,471714,270578,27257,3628,1315,1722,16010,"['business', 'growth']",6.8262,242834,negative
POST_000501,Twitter,@jennifer_jackson,2023-04-18,Story,353407,177662,4357,316,60,251,2394,"['socialmedia', 'tech']",1.3392,463808,negative
POST_000502,Twitter,@karen_harris,2023-02-10,Reel,139848,70198,1793,244,51,86,2134,socialmedia,1.493,304007,bad
POST_000503,twitter,@william_johnson,2024-02-03,Post,496634,469171,45407,2712,2034,1321,15700,#growth #analytics #content,10.0986,467131,pos
POST_000504,Twitter,@richard_garcia,2023-11-26,Post,130463,97947,11697,831,539,257,1664,['marketing'],10.0159,318704,
POST_000505,Twitter,@robert_brown,2023-06-10,Reel,112997,82265,8616,1286,533,492,2140,"analytics,content",0.092348,143209,-
POST_000506,IG,@sarah_smith,2023-11-04,Reel,359497,491422,30419,1782,1481,1430,27230,"socialmedia,tech,startup",0.093692,126950,pos
POST_000507,Instagram,@ava_johnson,2024-04-22,Carousel,313899,200142,21533,1437,1400,468,7806,"['ai', 'startup']",0.077636,375446,+
POST_000508,TW,@joseph_lewis,2023-07-25,Reel,29838,23084,545,66,36,45,1325,['data'],0.021684,276257,
POST_000509,Twitter,@thomas_taylor,2023-02-22,Thread,298063,168980,15760,1984,827,1492,1882,"['startup', 'content', 'socialmedia']",6.2306,308971,
POST_000510,Twitter,@thomas_lewis,2024-01-13,Tweet,285640,207136,7733,551,194,201,6321,"['growth', 'business', 'socialmedia', 'tech']",0.029681,416573,positive
POST_000511,TW,@elizabeth_jackson,2023-09-04,Tweet,307743,156162,7562,972,422,640,8956,#startup #marketing #ai,0.029102,284508,
POST_000512,Instagram,@charles_martin,2024-06-17,Carousel,104865,87510,4802,457,195,156,1407,#marketing,5.201,84222,positive
POST_000513,Twitter,@emma_martin,2024-11-23,Poll,264903,156327,5912,634,90,233,3770,"['content', 'socialmedia']",2.5051,188029,negative
POST_000514,Instagram,@william_thompson,2024-12-25,Tweet,45809,43081,3028,409,131,87,678,"startup,growth,business,ai",0.077889,75361,0
POST_000515,INSTA,@ava_martinez,2024-12-19,Poll,487158,454473,28444,2296,1897,1877,5931,"analytics,content",6.6995,236981,
POST_000516,instagram,@susan_davis,2024-12-08,Post,488505,264594,19343,894,783,985,9893,"analytics,marketing",0.043029,378892,pos
POST_000517,Twitter,@charles_lewis,2023-01-25,Carousel,126779,146940,8353,1115,297,747,7774,"content,growth,business",0.077024,401530,pos
POST_000518,INSTA,@emma_davis,2024-05-17,Reel,173402,108995,3189,315,75,216,6405,"tech,socialmedia,growth",0.02064,485804,bad
POST_000519,IG,@james_moore,2023-10-03,Carousel,436421,326491,32837,4701,1606,1240,15424,"['business', 'marketing']",8.9693,139227,
POST_000520,Instagram,@ava_jones,2023-06-21,Reel,188016,142403,14342,1467,400,1173,1640,"ai,growth,business,data",8.6211,289067,0
POST_000521,X,@liam_brown,2024-12-13,Post,329908,277488,25620,1074,1368,2267,12824,data,8.506,308606,
POST_000522,Instagram,@john_garcia,2024-08-28,Reel,473561,373263,32038,2157,334,1286,8744,#ai #data #startup,7.2914,152958,positive
POST_000523,INSTA,@mary_martinez,2024-12-16,Story,453539,261624,17713,2202,625,867,11510,#socialmedia #analytics #marketing #tech,0.045288,495688,positive
POST_000524,instagram,@john_taylor,2023-09-01,Poll,312983,423920,39895,2587,2520,3120,16820,#marketing #data,0.143784,370337,
POST_000525,Twitter,@noah_martinez,2023-01-05,Thread,398192,367173,39237,5095,471,2990,6942,#business #marketing #data #content,11.2516,150871,1
POST_000526,Twitter,@thomas_lee,2023-05-21,Poll,421820,217107,20780,2913,353,1847,8230,"data,business,marketing,startup",0.057005,412571,-
POST_000527,twitter,@mary_miller,2023-06-30,Poll,329734,171320,7796,646,607,565,6123,#data #marketing,0.027443,181718,positive
POST_000528,Instagram,@ava_jackson,2023-08-26,Story,181303,186844,7527,965,79,287,4540,#growth #tech,4.7274,65843,+
POST_000529,Twitter,@sarah_jones,2024-09-02,Story,23307,19666,1506,88,95,77,618,#analytics #content,0.072467,306262,
POST_000530,Instagram,@william_williams,2023-02-11,Poll,452246,429461,25547,2054,899,1330,15906,"analytics,socialmedia",6.3019,217455,0
POST_000531,Instagram,@charles_wilson,2023-07-31,Thread,302470,175899,9617,1164,290,497,3711,"['content', 'business', 'growth']",0.036602,418205,
POST_000532,Instagram,@ava_brown,2023-10-16,Story,42696,26937,3060,157,183,118,1109,"['startup', 'business']",0.079633,384627,negative
POST_000533,twitter,@john_taylor,2023-03-19,Post,111090,157099,14732,1035,1020,890,8557,"tech,growth",15.1112,23737,positive
POST_000534,X,@liam_martin,2024-08-07,Tweet,20585,16329,1145,77,46,67,212,"business,data,tech",6.1598,298327,
POST_000535,IG,@joseph_harris,2023-07-27,Carousel,169598,108556,5903,853,59,397,2585,"['business', 'growth', 'analytics']",4.0183,259828,positive
POST_000536,Twitter,@barbara_johnson,2023-01-06,Post,113715,92614,4293,383,308,415,2324,#business #content #startup,4.3829,433242,
POST_000537,Instagram,@thomas_williams,2023-06-25,Post,198797,115440,13816,940,1008,323,1692,#content,7.9297,122066,pos
POST_000538,Twitter,@charles_martinez,2023-01-01,Tweet,472728,387641,19269,1306,991,1638,15780,#startup #analytics #data #marketing,0.04562,107993,
POST_000539,TW,@noah_johnson,2023-02-22,Poll,436990,240049,25111,1893,674,1289,4368,"['tech', 'data', 'socialmedia', 'business']",0.063338,55778,positive
POST_000540,TW,@richard_martin,2023-05-09,Thread,424225,321465,10672,683,829,294,4456,"['growth', 'data']",0.028721,472938,positive
POST_000541,Twitter,@emma_thompson,2024-02-10,Thread,468232,337125,32550,2152,1318,2796,9577,#marketing,0.076928,436357,positive
POST_000542,INSTA,@sarah_white,2023-05-24,Poll,46626,32478,2247,182,165,142,1476,['tech'],5.5634,293126,great
POST_000543,IG,@mary_thompson,2023-06-07,Reel,385837,287814,18776,2115,506,799,4253,#socialmedia,0.055456,208928,
POST_000544,Instagram,@sarah_jackson,2024-04-15,Poll,412189,389449,39300,2314,2904,1660,9687,"socialmedia,startup",10.8004,134826,negative
POST_000545,Instagram,@thomas_lee,2023-09-24,Post,75978,56268,1431,142,89,65,2693,"['startup', 'business']",0.021875,199162,great
POST_000546,Instagram,@barbara_taylor,2023-04-28,Story,181790,103407,2159,257,88,207,5957,startup,0.013774,359113,good
POST_000547,Twitter,@james_hernandez,2024-12-06,Poll,197538,115744,3534,189,46,118,5925,marketing,1.908,270406,positive
POST_000548,Instagram,@william_lee,2023-10-18,Thread,293005,178224,4388,505,160,90,7822,"startup,ai,content",1.7245,375517,
POST_000549,Twitter,@emma_garcia,2024-01-22,Reel,2729,2262,255,26,17,23,98,ai,10.9198,371825,negative
POST_000550,Twitter,@emma_thompson,2024-04-10,Post,36343,21193,674,45,38,62,348,#analytics #marketing,0.020829,185619,
POST_000551,Twitter,@elizabeth_smith,2023-02-13,Tweet,428514,254207,25094,2537,774,1648,8724,#analytics #ai #content #socialmedia,6.6287,450749,pos
POST_000552,twitter,@noah_brown,2023-06-27,Story,214409,201567,19268,2882,1002,1539,4034,#growth,0.107981,249821,
POST_000553,X,@emma_robinson,2024-08-15,Story,69039,58038,1167,107,87,63,2853,#startup #ai #data,0.019713,321399,good
POST_000554,Instagram,@thomas_white,2023-05-04,Post,143937,96595,4630,598,174,108,5001,startup,0.03753,304514,pos
POST_000555,X,@liam_johnson,2023-06-11,Post,324173,247351,24918,2837,643,959,13202,data,0.087601,253430,negative
POST_000556,X,@thomas_miller,2024-10-09,Post,53828,38211,3251,397,225,291,1391,"['analytics', 'growth', 'business', 'startup']",7.1951,474605,positive
POST_000557,IG,@joseph_brown,2023-05-30,Thread,265617,206566,20143,818,962,1419,6054,#socialmedia #data #growth #business,8.2536,362086,-
POST_000558,Twitter,@david_anderson,2023-06-10,Carousel,385937,424812,43743,6063,2186,2577,8701,"['data', 'socialmedia', 'marketing']",13.4716,298965,
POST_000559,Instagram,@linda_white,2024-12-21,Carousel,126646,108099,2500,125,186,247,1927,"marketing,tech",0.022196,121634,neg
POST_000560,Instagram,@patricia_thomas,2024-10-13,Tweet,153549,112921,9842,664,376,572,1373,"tech,analytics",0.07087,110959,-
POST_000561,TW,@jessica_lewis,2023-09-09,Poll,290103,164184,3846,430,235,158,3036,"analytics,marketing",0.01555,172909,1
POST_000562,TW,@elizabeth_davis,2024-11-22,Post,355669,187927,21206,1486,1497,704,4517,#socialmedia,6.801,495805,negative
POST_000563,Twitter,@barbara_martin,2024-04-28,Carousel,151680,109084,6840,575,354,310,1367,"growth,analytics,ai,tech",0.05122,119873,pos
POST_000564,Instagram,@michael_clark,2024-11-08,Thread,470319,249134,12938,992,678,887,11411,"marketing,growth,startup,business",3.106,436064,1
POST_000565,Instagram,@sarah_wilson,2023-06-27,Story,157061,147794,5517,763,246,461,3921,"startup,tech",4.1551,242067,negative
POST_000566,Twitter,@ava_thomas,2023-12-19,Reel,264773,192594,16901,1156,275,1597,11039,#socialmedia,0.069237,157586,great
POST_000567,Instagram,@linda_hernandez,2023-07-17,Tweet,66229,37939,3868,197,115,241,1708,['tech'],6.3114,102835,bad
POST_000568,Twitter,@jennifer_brown,2024-06-10,Poll,374417,226576,6989,324,257,287,3339,"['startup', 'socialmedia', 'data', 'analytics']",0.020218,70557,negative
POST_000569,Instagram,@elizabeth_moore,2024-06-18,Tweet,274251,165194,19528,775,541,1762,2068,"content,tech,ai,analytics",7.6003,12590,negative
POST_000570,TW,@david_lewis,2023-06-30,Thread,324935,237445,6664,929,194,599,13432,"business,data",0.023965,422933,positive
POST_000571,Instagram,@karen_lopez,2024-08-13,Story,448515,313082,30807,3667,2189,2271,6110,"growth,marketing",8.1743,439678,
POST_000572,IG,@mary_wilson,2023-02-16,Post,149831,117223,3149,323,161,302,5609,['data'],2.4247,69454,positive
POST_000573,Instagram,@susan_smith,2023-06-09,Post,173097,117830,4809,590,365,238,5136,#tech #data #growth,0.033299,109083,0
POST_000574,instagram,@ava_anderson,2024-01-15,Tweet,154520,124211,4443,447,185,311,4170,"['socialmedia', 'business', 'analytics', 'growth']",0.032844,180121,-
POST_000575,IG,@sophia_thompson,2023-08-07,Story,288346,192995,7125,970,385,393,6983,#startup #data,2.9409,291622,negative
POST_000576,Twitter,@barbara_robinson,2023-03-16,Carousel,142545,90957,9619,587,481,764,4340,"['growth', 'startup', 'marketing', 'ai']",0.074973,479946,positive
POST_000577,X,@james_anderson,2024-03-18,Reel,188213,97540,8418,893,638,279,3338,#business #socialmedia,5.286,138361,negative
POST_000578,X,@charles_williams,2024-07-22,Reel,147025,126141,14781,1890,269,1329,5132,#analytics,11.5219,82909,pos
POST_000579,Twitter,@michael_anderson,2024-07-14,Post,140805,102225,4318,154,137,393,2760,"startup,ai,marketing,business",3.2733,35072,
POST_000580,TW,@thomas_brown,2024-01-05,Poll,47571,28029,1093,52,68,77,938,#data #socialmedia,0.025499,322972,negative
POST_000581,Instagram,@richard_harris,2023-12-17,Reel,245960,173688,6342,803,407,225,3500,#analytics,3.0704,7970,1
POST_000582,X,@thomas_wilson,2023-02-16,Post,381433,247261,25574,855,451,1928,11836,#marketing #content #startup,7.0471,178984,bad
POST_000583,Instagram,@barbara_moore,2024-10-03,Carousel,126757,75677,4023,513,196,271,2004,"socialmedia,growth,ai",0.037331,245552,
POST_000584,Twitter,@john_brown,2024-06-09,Thread,382677,305813,24417,2434,667,510,6882,"socialmedia,business,data",7.1909,325610,negative
POST_000585,X,@ava_robinson,2023-09-13,Reel,345466,244919,13398,1343,929,568,8380,#tech,4.5359,84231,
POST_000586,Twitter,@olivia_moore,2023-12-21,Thread,33416,23185,1716,167,108,43,237,['business'],5.9582,2400000000,positive
POST_000587,Instagram,@karen_jones,2024-01-27,Thread,456366,324299,28853,3557,1411,1748,13869,"business,analytics,tech,content",7.4109,235453,negative
POST_000588,Instagram,@jennifer_lee,2023-12-04,Thread,112676,89402,2846,322,153,88,1981,#marketing #startup #ai #analytics,2.9474,456189,pos
POST_000589,twitter,@noah_lopez,2023-07-18,Tweet,209571,180076,19870,1174,1487,919,7048,"business,ai,growth,marketing",10.751,193733,
POST_000590,twitter,@robert_garcia,2024-02-15,Reel,83139,58875,2994,369,30,103,594,#socialmedia #content #analytics,4.0811,439000,+
POST_000591,Twitter,@barbara_brown,2023-06-15,Reel,337863,251409,9165,1038,496,887,14194,#socialmedia,3.1667,24952,negative
POST_000592,Instagram,@ava_lewis,2024-07-29,Thread,205102,162124,16010,2113,242,565,3504,#socialmedia #startup #tech,0.089541,109275,
POST_000593,Instagram,@barbara_hernandez,2024-11-11,Thread,122684,71006,8495,1109,650,410,3695,['startup'],8.3581,259356,
POST_000594,Instagram,@james_jones,2023-04-13,Carousel,274603,232597,12370,861,434,342,2892,"ai,analytics",0.049763,493579,positive
POST_000595,INSTA,@sarah_lewis,2023-01-26,Post,258317,133002,8134,789,229,804,1392,"['startup', 'business', 'growth']",3.5429,362983,pos
POST_000596,instagram,@emma_hernandez,2023-03-24,Poll,137292,83310,3227,388,33,203,2087,['tech'],0.026571,330311,neg
POST_000597,Instagram,@elizabeth_wilson,2023-10-21,Thread,296923,280065,6257,458,67,261,10849,business,2.2841,24488,
POST_000598,Twitter,@karen_jackson,2023-05-05,Post,339456,265120,8859,1310,689,699,7651,"business,data,growth,socialmedia",3.1986,0,great
POST_000599,Instagram,@sarah_martin,2024-03-29,Story,419122,289142,33430,3447,2154,759,12487,startup,0.093126,440847,1
POST_000600,Instagram,@linda_hernandez,2023-08-11,Tweet,438227,364308,39487,5328,2994,2887,4463,tech,10.9096,69216,pos
POST_000601,instagram,@jennifer_harris,2024-12-19,Poll,344860,232999,23249,2499,865,1247,9559,#analytics #marketing,0.07717,262575,
POST_000602,Twitter,@susan_white,2024-07-01,Post,402635,266797,30428,1133,956,747,15262,['marketing'],8.076,314620,
POST_000603,Instagram,@linda_white,2023-10-21,Story,146415,122647,10205,1232,627,537,3950,"['content', 'business', 'data']",8.2396,109764,negative
POST_000604,Twitter,@jessica_brown,2024-03-09,Thread,386885,274852,16321,953,947,413,12671,"data,growth,ai",4.7097,236679,positive
POST_000605,Instagram,@sophia_martin,2024-03-06,Reel,390052,277696,12801,1583,981,1233,13625,#business #startup #ai,0.039392,177011,neg
POST_000606,Instagram,@robert_hernandez,2023-02-15,Poll,326141,179434,17190,1023,428,1409,8221,"analytics,tech,data",5.7156,428377,negative
POST_000607,X,@joseph_gonzalez,2024-01-02,Post,424045,369479,32867,1435,1637,2018,12608,"['ai', 'socialmedia']",8.4753,200540,1
POST_000608,Instagram,@robert_brown,2024-08-22,Post,373557,244954,16865,1921,863,812,4331,"['analytics', 'content']",5.26,299898,pos
POST_000609,Twitter,@james_moore,2023-03-27,Poll,274364,206927,17023,1336,1017,720,6378,"content,business,analytics",0.070622,152678,
POST_000610,Instagram,@sophia_davis,2023-02-03,Post,283890,194303,16380,525,1273,1001,2436,#data,0.064032,222873,negative
POST_000611,Twitter,@karen_harris,2023-06-29,Story,284695,220287,14132,1962,1050,1370,8980,"analytics,marketing,socialmedia",6.0219,306556,negative
POST_000612,Instagram,@jennifer_williams,2023-06-01,Thread,174191,128403,5205,504,323,328,7307,"['marketing', 'growth', 'analytics']",0.034629,435959,pos
