campaign_id,campaign_name,channel,start_date,end_date,budget_usd,spend_usd,impressions,clicks,ctr,conversions,conversion_rate,revenue_usd,roi_pct,target_audience
CMP-3175,Fall Campaign 2025,Search Ads,2025-02-26,2025-05-06,633.89,522.71,464157,17649,3.8,272,1.54,8822.74,1587.88,55+ Retirees
CMP-3176,Spring Drive 2023,Direct Mail,2023-08-04,2023-09-11,4819.8,4672.25,71234,3671,5.15,148,4.03,6761.04,44.71,Students
CMP-3177,Holiday Blast 2025,Podcast,2025-08-30,2025-10-09,40934.24,25142.41,101670,8125,7.99,468,5.76,74721.57,197.19,18-24 Urban
CMP-3178,Holiday Drive 2025,Email,2025-04-21,2025-07-02,11154.53,9779.51,274524,18955,6.9,2694,14.21,83286.0,751.64,Students
CMP-3179,Holiday Push 2022,Email,2022-08-03,2022-09-17,41235.54,37646.68,341688,7275,2.13,115,1.58,9141.95,-75.72,35-44 Parents
CMP-3180,Exclusive Promo 2024,Podcast,2024-10-08,2025-01-04,18227.42,17412.8,290534,19087,6.57,1250,6.55,107972.69,520.08,55+ Retirees
CMP-3181,Fall Drive 2024,Search Ads,2024-11-02,2025-01-18,34150.94,31276.73,223259,12092,5.42,558,4.61,99553.36,218.3,Enterprise
CMP-3182,Premium Campaign 2023,Search Ads,2023-06-05,2023-07-03,40924.9,24691.13,218680,5663,2.59,422,7.45,79209.35,220.8,Enterprise
CMP-3183,Summer Blast 2024,Video Ads,2024-01-12,2024-03-28,27470.0,25284.26,484503,4364,0.9,645,14.78,63458.67,150.98,Small Business
CMP-3184,Summer Event 2022,Social Media,2022-02-22,2022-03-11,3974.26,3447.15,429920,5390,1.25,657,12.19,45127.62,1209.13,25-34 Professionals
CMP-3185,Fall Offer 2024,Search Ads,2024-04-18,2024-05-01,23086.94,15501.49,58071,390,0.67,55,14.1,5058.1,-67.37,25-34 Professionals
CMP-3186,Holiday Promo 2024,Email,2024-02-11,2024-04-29,13926.69,9362.1,14730,246,1.67,15,6.1,487.47,-94.79,35-44 Parents
CMP-3187,Mega Event 2023,Direct Mail,2023-07-30,2023-09-07,11110.81,9266.92,396664,28851,7.27,1488,5.16,207715.66,2141.47,55+ Retirees
CMP-3188,Premium Blast 2022,Podcast,2022-10-31,2023-01-19,40519.21,36387.66,376187,27976,7.44,956,3.42,66799.64,83.58,45-54 Homeowners
CMP-3189,Fall Sale 2022,Display Ads,2022-05-20,2022-08-02,43141.8,35711.1,24441,917,3.75,15,1.64,1021.49,-97.14,Students
CMP-3190,Winter Campaign 2023,Search Ads,2023-07-31,2023-09-12,36708.98,29007.87,307390,15937,5.18,1647,10.33,234459.15,708.26,25-34 Professionals
CMP-3191,Winter Offer 2023,Direct Mail,2023-06-05,2023-06-30,47635.18,30472.44,17969,714,3.97,62,8.68,2106.19,-93.09,55+ Retirees
CMP-3192,Holiday Blast 2025,Podcast,2025-05-08,2025-05-31,41381.33,24994.24,35044,678,1.93,83,12.24,14340.47,-42.62,25-34 Professionals
CMP-3193,Fall Blast 2023,Search Ads,2023-03-27,2023-05-06,7577.27,6029.89,223148,12286,5.51,634,5.16,88909.8,1374.48,Small Business
CMP-3194,Launch Push 2024,Search Ads,2024-06-30,2024-07-19,21347.54,20353.42,30984,1999,6.45,98,4.9,10797.46,-46.95,55+ Retirees
CMP-3195,Holiday Offer 2022,Direct Mail,2022-08-29,2022-10-09,11493.61,8187.32,441437,31885,7.22,3506,11.0,299671.32,3560.19,45-54 Homeowners
CMP-3196,Winter Drive 2025,Influencer,2025-05-21,2025-07-28,4435.17,3549.22,445765,5237,1.17,589,11.25,16514.95,365.31,Students
CMP-3197,Premium Push 2024,Direct Mail,2024-01-01,2024-03-29,29124.18,25774.12,329852,8407,2.55,634,7.54,114775.86,345.31,55+ Retirees
CMP-3198,Winter Campaign 2024,Social Media,2024-02-15,2024-04-16,25053.69,19008.34,236299,15437,6.53,2238,14.5,332558.52,1649.54,Enterprise
CMP-3199,Holiday Push 2025,Display Ads,2025-04-11,2025-05-23,45522.24,31182.84,163207,10348,6.34,337,3.26,32412.92,3.94,35-44 Parents
CMP-3200,Exclusive Drive 2023,Influencer,2023-08-05,2023-09-17,34713.53,22677.74,165518,5782,3.49,68,1.18,4836.82,-78.67,18-24 Urban
CMP-3201,Holiday Offer 2022,Email,2022-04-19,2022-06-07,42217.99,27023.6,329088,25256,7.67,931,3.69,79908.04,195.7,Small Business
CMP-3202,Spring Sale 2025,Influencer,2025-05-04,2025-05-21,27078.03,18704.42,221393,6975,3.15,674,9.66,83440.06,346.1,Students
CMP-3203,Launch Push 2025,Email,2025-01-08,2025-02-11,38397.56,24439.86,289648,2522,0.87,151,5.99,29345.07,20.07,45-54 Homeowners
CMP-3204,Launch Campaign 2023,Search Ads,2023-10-25,2023-12-05,45192.86,33847.78,114830,8417,7.33,1235,14.67,33006.59,-2.49,35-44 Parents
CMP-3205,Summer Push 2022,Influencer,2022-03-31,2022-06-17,16964.16,12358.84,499428,9659,1.93,1166,12.07,53732.77,334.77,Small Business
CMP-3206,Premium Promo 2025,Direct Mail,2025-03-22,2025-06-15,42332.89,37939.77,304113,19205,6.32,2646,13.78,86311.32,127.5,Enterprise
CMP-3207,Premium Sale 2023,Display Ads,2023-11-24,2024-01-11,45508.97,31250.43,429736,3633,0.85,313,8.62,12410.91,-60.29,35-44 Parents
CMP-3208,Holiday Campaign 2025,Social Media,2025-01-27,2025-02-08,33693.67,22253.35,191193,3839,2.01,145,3.78,4747.92,-78.66,Students
CMP-3209,Summer Promo 2025,Social Media,2025-04-01,2025-04-27,41249.28,35545.74,182173,1911,1.05,242,12.66,47837.69,34.58,55+ Retirees
CMP-3210,Summer Push 2024,Display Ads,2024-04-16,2024-07-02,25183.09,16900.24,65558,909,1.39,38,4.18,859.07,-94.92,55+ Retirees
CMP-3211,Summer Drive 2023,Social Media,2023-12-18,2023-12-30,43309.03,32265.63,333763,16288,4.88,1068,6.56,110053.16,241.08,35-44 Parents
CMP-3212,Winter Campaign 2022,Direct Mail,2022-08-29,2022-09-30,40264.12,37180.31,44060,3426,7.78,464,13.54,24702.52,-33.56,Enterprise
CMP-3213,Summer Push 2024,Display Ads,2024-03-06,2024-03-29,41494.02,26743.04,110554,8198,7.42,1006,12.27,196293.3,634.0,55+ Retirees
CMP-3214,Fall Sale 2023,Influencer,2023-06-13,2023-06-21,38271.54,22996.79,445182,33847,7.6,2324,6.87,93687.78,307.4,55+ Retirees
CMP-3215,Spring Deal 2025,Video Ads,2025-05-05,2025-07-22,14428.44,14047.55,200179,4301,2.15,163,3.79,29886.72,112.75,25-34 Professionals
CMP-3216,Summer Deal 2023,Influencer,2023-02-18,2023-03-21,18788.82,12859.92,368831,8609,2.33,602,6.99,79428.13,517.64,25-34 Professionals
CMP-3217,Flash Campaign 2024,Display Ads,2024-10-23,2024-11-02,33845.03,26376.9,188415,6404,3.4,543,8.48,43710.9,65.72,Enterprise
CMP-3218,Flash Sale 2025,Podcast,2025-02-17,2025-04-13,4866.87,3306.99,361409,11032,3.05,915,8.29,118730.33,3490.28,45-54 Homeowners
CMP-3219,Mega Drive 2022,Direct Mail,2022-03-27,2022-06-18,3560.9,3369.65,301548,7164,2.38,756,10.55,87084.81,2484.39,Enterprise
CMP-3220,Exclusive Offer 2024,Display Ads,2024-04-07,2024-06-09,10091.91,9739.73,117047,7225,6.17,821,11.36,127050.59,1204.46,45-54 Homeowners
CMP-3221,Winter Push 2025,Display Ads,2025-01-20,2025-04-10,23214.87,16786.61,17115,236,1.38,4,1.69,140.13,-99.17,45-54 Homeowners
CMP-3222,Exclusive Event 2025,Social Media,2025-03-13,2025-04-22,8478.61,6596.14,94224,4087,4.34,467,11.43,21872.87,231.6,Small Business
CMP-3223,Premium Campaign 2024,Video Ads,2024-05-03,2024-06-26,37286.25,33700.43,205244,1237,0.6,21,1.7,2518.89,-92.53,Students
CMP-3224,Fall Special 2024,Search Ads,2024-08-09,2024-08-18,19537.66,15965.9,112812,2592,2.3,207,7.99,40492.07,153.62,55+ Retirees
CMP-3225,Launch Drive 2023,Display Ads,2023-08-05,2023-08-28,11973.54,8741.21,28285,1002,3.54,82,8.18,4817.51,-44.89,Enterprise
CMP-3226,Launch Blast 2022,Video Ads,2022-02-24,2022-04-22,35144.3,33347.37,107935,4933,4.57,151,3.06,19876.66,-40.4,Students
CMP-3227,Spring Drive 2024,Social Media,2024-10-25,2024-12-31,14291.21,13092.56,426884,13656,3.2,1506,11.03,222520.7,1599.6,Enterprise
CMP-3228,Summer Blast 2024,Direct Mail,2024-10-29,2024-12-24,18349.41,12352.63,318228,21312,6.7,2829,13.27,528183.96,4175.88,55+ Retirees
CMP-3229,Flash Special 2023,Social Media,2023-10-22,2023-12-04,26224.6,26100.09,73135,2892,3.95,79,2.73,12005.46,-54.0,25-34 Professionals
CMP-3230,Fall Special 2025,Social Media,2025-07-01,2025-09-21,13533.04,12604.96,124175,4339,3.49,231,5.32,23140.67,83.58,25-34 Professionals
CMP-3231,Spring Event 2025,Search Ads,2025-01-15,2025-03-27,49871.27,47135.19,27738,1665,6.0,43,2.58,2839.72,-93.98,45-54 Homeowners
CMP-3232,Exclusive Campaign 2022,Video Ads,2022-06-30,2022-09-20,39398.69,25376.95,345370,5435,1.57,443,8.15,52400.54,106.49,35-44 Parents
CMP-3233,Fall Event 2024,Influencer,2024-06-24,2024-07-16,32136.72,25799.72,20275,503,2.48,27,5.37,5084.84,-80.29,25-34 Professionals
CMP-3234,Holiday Deal 2022,Influencer,2022-11-27,2022-12-17,31981.6,27815.03,255295,18559,7.27,2138,11.52,288447.93,937.02,Enterprise
CMP-3235,Spring Blast 2023,Display Ads,2023-04-15,2023-06-11,17423.76,16394.33,119134,7596,6.38,575,7.57,42866.95,161.47,Students
CMP-3236,Fall Sale 2022,Display Ads,2022-09-10,2022-12-09,34557.96,25749.46,202544,12954,6.4,465,3.59,70628.95,174.29,Small Business
CMP-3237,Launch Push 2024,Social Media,2024-11-19,2024-12-11,39136.71,38719.1,491140,25187,5.13,2573,10.22,508350.95,1212.92,Enterprise
CMP-3238,Fall Drive 2025,Influencer,2025-07-22,2025-08-21,35256.39,26432.79,143744,1056,0.73,64,6.06,7804.89,-70.47,25-34 Professionals
CMP-3239,Launch Blast 2025,Podcast,2025-03-09,2025-06-03,25885.04,20888.48,169818,10726,6.32,644,6.0,111301.0,432.83,Students
CMP-3240,Flash Campaign 2022,Search Ads,2022-03-10,2022-04-09,18566.32,15486.44,294073,7722,2.63,682,8.83,52881.96,241.47,35-44 Parents
CMP-3241,Launch Promo 2022,Search Ads,2022-03-19,2022-05-06,15074.26,14937.19,385164,28064,7.29,3947,14.06,675816.51,4424.39,Enterprise
CMP-3242,Mega Drive 2024,Search Ads,2024-07-06,2024-08-12,12799.23,9553.67,458608,25916,5.65,1913,7.38,328826.01,3341.88,45-54 Homeowners
CMP-3243,Flash Deal 2022,Direct Mail,2022-04-15,2022-04-22,31507.46,24455.27,323985,25313,7.81,2856,11.28,553892.82,2164.92,45-54 Homeowners
CMP-3244,Flash Offer 2022,Podcast,2022-09-29,2022-12-21,44252.06,38041.38,67600,2330,3.45,158,6.78,5166.93,-86.42,55+ Retirees
CMP-3245,Mega Drive 2025,Direct Mail,2025-02-15,2025-04-11,10654.42,7597.3,262625,2315,0.88,231,9.98,13459.62,77.16,18-24 Urban
CMP-3246,Spring Push 2022,Display Ads,2022-09-19,2022-11-14,31509.73,24640.51,66113,3706,5.61,210,5.67,23199.92,-5.85,25-34 Professionals
CMP-3247,Mega Promo 2024,Podcast,2024-12-24,2025-03-21,27808.01,20377.71,175795,3285,1.87,265,8.07,35766.35,75.52,35-44 Parents
CMP-3248,Exclusive Event 2024,Search Ads,2024-08-04,2024-09-14,44388.42,27661.98,133925,9484,7.08,214,2.26,33653.6,21.66,Students
CMP-3249,Premium Campaign 2022,Influencer,2022-02-27,2022-04-05,18964.41,14995.45,313738,15410,4.91,1602,10.4,231741.26,1445.41,18-24 Urban
CMP-3250,Premium Promo 2022,Search Ads,2022-02-11,2022-05-06,24098.68,18577.59,351545,28044,7.98,478,1.7,92611.39,398.51,Small Business
CMP-3251,Holiday Sale 2023,Search Ads,2023-04-14,2023-05-27,48423.15,31114.34,175319,11997,6.84,671,5.59,53806.91,72.93,Students
CMP-3252,Winter Special 2025,Influencer,2025-02-21,2025-03-23,3164.69,2356.94,38471,522,1.36,72,13.79,13023.61,452.56,45-54 Homeowners
CMP-3253,Fall Blast 2022,Display Ads,2022-08-16,2022-09-01,38536.57,32950.82,174494,9189,5.27,1171,12.74,49427.42,50.0,55+ Retirees
CMP-3254,Summer Drive 2023,Podcast,2023-11-02,2023-11-16,41661.4,34170.86,226576,1628,0.72,198,12.16,21075.69,-38.32,Enterprise
CMP-3255,Flash Sale 2024,Direct Mail,2024-02-24,2024-04-30,1099.13,1043.85,463802,4459,0.96,520,11.66,50460.06,4734.03,55+ Retirees
CMP-3256,Summer Campaign 2022,Video Ads,2022-02-27,2022-04-20,5226.79,4265.88,98320,4559,4.64,221,4.85,37346.42,775.47,18-24 Urban
CMP-3257,Flash Drive 2024,Social Media,2024-07-19,2024-10-13,1503.87,1023.92,275615,21897,7.94,2941,13.43,491497.42,47901.55,Students
CMP-3258,Summer Promo 2023,Display Ads,2023-01-25,2023-02-19,43278.17,33466.96,188979,13732,7.27,826,6.02,39578.48,18.26,55+ Retirees
CMP-3259,Mega Push 2022,Display Ads,2022-06-11,2022-07-25,43984.96,40882.08,59517,915,1.54,102,11.15,12437.72,-69.58,Small Business
CMP-3260,Exclusive Event 2025,Influencer,2025-07-26,2025-08-24,23850.22,19431.18,450404,34786,7.72,3513,10.1,460025.23,2267.46,Enterprise
CMP-3261,Holiday Deal 2022,Email,2022-02-25,2022-04-25,48478.94,48347.68,145706,4280,2.94,285,6.66,37985.04,-21.43,45-54 Homeowners
CMP-3262,Winter Special 2022,Video Ads,2022-06-15,2022-09-09,19052.81,15757.52,314197,11679,3.72,1040,8.9,54576.0,246.35,55+ Retirees
CMP-3263,Exclusive Campaign 2025,Video Ads,2025-08-20,2025-11-12,13122.57,9016.08,247690,13353,5.39,1167,8.74,92424.54,925.11,18-24 Urban
CMP-3264,Mega Push 2022,Email,2022-12-12,2023-01-17,3388.4,3139.76,253666,3447,1.36,515,14.94,38998.05,1142.07,35-44 Parents
CMP-3265,Summer Sale 2025,Social Media,2025-02-13,2025-04-15,1148.12,723.34,44980,1937,4.31,139,7.18,23673.62,3172.82,25-34 Professionals
CMP-3266,Holiday Campaign 2025,Video Ads,2025-08-20,2025-09-24,23902.36,14867.51,63097,523,0.83,38,7.27,4239.12,-71.49,55+ Retirees
CMP-3267,Summer Special 2023,Influencer,2023-10-10,2023-11-15,38846.7,36408.14,75330,2349,3.12,178,7.58,6423.98,-82.36,25-34 Professionals
CMP-3268,Exclusive Blast 2022,Social Media,2022-06-27,2022-07-04,28629.13,21326.01,364802,20406,5.59,580,2.84,48515.8,127.5,Enterprise
CMP-3269,Spring Event 2023,Podcast,2023-12-01,2024-01-22,4881.15,4501.46,95504,5351,5.6,702,13.12,121446.9,2597.94,Enterprise
CMP-3270,Mega Special 2023,Display Ads,2023-09-04,2023-09-24,15760.9,12343.0,238464,4153,1.74,145,3.49,12523.3,1.46,25-34 Professionals
CMP-3271,Winter Blast 2023,Podcast,2023-07-26,2023-10-13,11966.38,8555.2,297837,3094,1.04,50,1.62,9381.92,9.66,Enterprise
CMP-3272,Summer Promo 2022,Email,2022-05-28,2022-08-18,33925.67,28599.37,26379,600,2.27,86,14.33,8706.23,-69.56,35-44 Parents
CMP-3273,Exclusive Push 2023,Social Media,2023-10-16,2023-11-16,39236.18,38981.23,171934,11924,6.94,1088,9.12,62577.42,60.53,Small Business
CMP-3274,Mega Deal 2025,Search Ads,2025-09-28,2025-10-13,31475.49,26119.65,25618,1404,5.48,111,7.91,20656.79,-20.91,45-54 Homeowners
CMP-3275,Exclusive Event 2025,Search Ads,2025-04-18,2025-06-22,38742.95,35837.67,495884,36893,7.44,3139,8.51,108808.24,203.61,25-34 Professionals
CMP-3276,Flash Push 2022,Podcast,2022-04-07,2022-06-09,19200.18,17453.53,362388,2684,0.74,277,10.32,43771.88,150.79,18-24 Urban
CMP-3277,Premium Drive 2023,Search Ads,2023-05-31,2023-06-25,18743.01,16436.04,481544,19327,4.01,1798,9.3,358923.47,2083.76,Small Business
CMP-3278,Premium Drive 2023,Podcast,2023-07-10,2023-09-30,19920.9,12192.42,434236,32308,7.44,3872,11.98,200115.49,1541.31,35-44 Parents
CMP-3279,Mega Blast 2023,Direct Mail,2023-03-05,2023-05-21,1908.52,1493.02,86710,1187,1.37,153,12.89,23443.5,1470.21,Enterprise
CMP-3280,Holiday Blast 2024,Direct Mail,2024-12-05,2025-03-02,38531.52,25913.45,124984,3110,2.49,259,8.33,45700.65,76.36,Small Business
CMP-3281,Exclusive Event 2023,Influencer,2023-08-20,2023-10-03,20009.47,12029.61,348065,18185,5.22,2613,14.37,241909.72,1910.95,45-54 Homeowners
CMP-3282,Holiday Campaign 2022,Search Ads,2022-10-26,2022-11-11,31362.88,27238.59,431093,26101,6.05,950,3.64,24397.17,-10.43,25-34 Professionals
CMP-3283,Flash Sale 2024,Video Ads,2024-09-06,2024-11-29,16604.18,11358.71,367346,16493,4.49,964,5.84,62965.47,454.34,55+ Retirees
CMP-3284,Summer Offer 2024,Display Ads,2024-04-29,2024-05-27,13281.27,12518.84,167124,9421,5.64,1093,11.6,149542.54,1094.54,25-34 Professionals
CMP-3285,Premium Special 2024,Email,2024-05-19,2024-07-14,38515.24,27543.6,54921,2280,4.15,39,1.71,2329.69,-91.54,55+ Retirees
CMP-3286,Mega Sale 2024,Influencer,2024-06-21,2024-08-01,39993.22,25863.87,397453,29105,7.32,2025,6.96,358938.42,1287.8,18-24 Urban
CMP-3287,Premium Sale 2025,Email,2025-01-01,2025-02-18,21229.68,20591.91,399603,5947,1.49,525,8.83,65451.96,217.85,Students
CMP-3288,Premium Deal 2022,Search Ads,2022-10-16,2022-11-27,7943.14,4962.94,177755,4021,2.26,581,14.45,70339.09,1317.29,35-44 Parents
CMP-3289,Exclusive Offer 2024,Email,2024-02-16,2024-05-09,21473.15,21414.96,210272,15729,7.48,654,4.16,85981.91,301.5,25-34 Professionals
CMP-3290,Holiday Offer 2023,Influencer,2023-10-28,2023-11-08,2717.97,2034.77,296213,8648,2.92,414,4.79,13303.2,553.79,25-34 Professionals
CMP-3291,Flash Blast 2024,Direct Mail,2024-06-13,2024-08-22,39492.04,32929.24,62925,989,1.57,18,1.82,2313.15,-92.98,25-34 Professionals
CMP-3292,Premium Blast 2024,Email,2024-09-16,2024-10-08,25904.49,20416.19,354124,17308,4.89,1397,8.07,243714.92,1093.73,25-34 Professionals
CMP-3293,Flash Event 2024,Social Media,2024-06-14,2024-07-23,27293.15,25944.73,498279,12193,2.45,255,2.09,15141.33,-41.64,Enterprise
CMP-3294,Winter Offer 2023,Search Ads,2023-03-04,2023-04-12,27941.88,17771.69,14505,989,6.82,51,5.16,9909.3,-44.24,Small Business
CMP-3295,Winter Sale 2025,Influencer,2025-08-07,2025-10-03,28571.89,24779.86,133844,10232,7.64,1024,10.01,131517.28,430.74,25-34 Professionals
CMP-3296,Spring Promo 2025,Email,2025-01-08,2025-03-19,34797.92,23179.43,152916,802,0.52,111,13.84,9771.64,-57.84,Enterprise
CMP-3297,Fall Special 2022,Direct Mail,2022-05-14,2022-08-02,17704.11,14215.46,40682,2622,6.45,59,2.25,7683.36,-45.95,Small Business
CMP-3298,Exclusive Deal 2023,Influencer,2023-01-31,2023-04-02,49548.98,45061.3,161730,5134,3.17,532,10.36,63635.9,41.22,18-24 Urban
CMP-3299,Fall Offer 2023,Social Media,2023-04-11,2023-06-16,15390.25,13624.96,206736,11052,5.35,384,3.47,12214.44,-10.35,25-34 Professionals
CMP-3300,Launch Drive 2022,Display Ads,2022-09-25,2022-11-10,3637.1,3367.24,88850,889,1.0,18,2.02,2473.97,-26.53,Students
CMP-3301,Exclusive Special 2023,Podcast,2023-02-28,2023-03-09,2733.2,2062.26,422584,9558,2.26,309,3.23,57959.13,2710.47,Small Business
CMP-3302,Holiday Promo 2024,Email,2024-08-02,2024-09-07,23667.88,23377.7,197674,7447,3.77,848,11.39,122344.49,423.34,55+ Retirees
CMP-3303,Winter Deal 2024,Direct Mail,2024-01-28,2024-02-21,2057.99,1338.84,410064,12430,3.03,1847,14.86,284377.8,21140.61,55+ Retirees
CMP-3304,Holiday Push 2025,Influencer,2025-04-11,2025-05-26,34860.33,23611.96,129065,9752,7.56,1373,14.08,154127.58,552.75,35-44 Parents
CMP-3305,Flash Promo 2022,Video Ads,2022-10-04,2022-11-27,16524.72,16250.52,330926,19188,5.8,2365,12.33,119272.82,633.96,25-34 Professionals
CMP-3306,Winter Drive 2023,Display Ads,2023-04-27,2023-06-23,36952.42,24357.6,466888,13375,2.86,1583,11.84,275786.25,1032.24,45-54 Homeowners
CMP-3307,Winter Deal 2022,Search Ads,2022-01-23,2022-03-15,21664.47,19993.07,334584,24282,7.26,609,2.51,25756.02,28.82,45-54 Homeowners
CMP-3308,Flash Blast 2024,Search Ads,2024-05-11,2024-07-17,35990.49,30526.58,273241,5063,1.85,724,14.3,137665.39,350.97,25-34 Professionals
CMP-3309,Premium Special 2022,Display Ads,2022-08-29,2022-09-14,5640.19,4705.75,305100,14094,4.62,1448,10.27,41687.14,785.88,45-54 Homeowners
CMP-3310,Launch Event 2023,Direct Mail,2023-02-28,2023-03-12,30253.51,28112.26,103693,4533,4.37,457,10.08,15923.01,-43.36,18-24 Urban
CMP-3311,Exclusive Promo 2022,Social Media,2022-11-28,2022-12-07,42991.77,39943.07,272471,4494,1.65,399,8.88,55175.7,38.14,55+ Retirees
CMP-3312,Exclusive Drive 2023,Influencer,2023-04-29,2023-06-01,38339.2,37156.04,342797,22477,6.56,3077,13.69,295079.34,694.16,18-24 Urban
CMP-3313,Spring Deal 2024,Direct Mail,2024-01-13,2024-03-29,26470.59,24072.7,259792,14139,5.44,1764,12.48,173603.5,621.16,Students
CMP-3314,Launch Event 2025,Direct Mail,2025-03-11,2025-03-24,9330.29,6657.0,141979,3620,2.55,506,13.98,69876.19,949.66,55+ Retirees
CMP-3315,Fall Special 2024,Email,2024-11-19,2024-12-30,1898.61,1690.2,414261,20208,4.88,2143,10.6,224851.48,13203.25,Students
CMP-3316,Launch Event 2024,Email,2024-02-03,2024-03-13,49193.04,45180.2,491835,8101,1.65,1097,13.54,73993.28,63.77,25-34 Professionals
CMP-3317,Launch Promo 2023,Influencer,2023-09-09,2023-11-14,19649.87,16321.75,411569,28294,6.87,1103,3.9,101806.06,523.74,Enterprise
CMP-3318,Holiday Event 2024,Video Ads,2024-01-02,2024-03-14,19071.82,16608.8,382708,29107,7.61,1404,4.82,225258.86,1256.26,Small Business
CMP-3319,Mega Drive 2023,Display Ads,2023-07-22,2023-09-08,12462.75,9744.26,433269,30884,7.13,1122,3.63,175024.92,1696.18,55+ Retirees
CMP-3320,Launch Offer 2023,Direct Mail,2023-12-07,2024-02-08,3381.19,2934.26,42580,3155,7.41,190,6.02,32264.14,999.57,25-34 Professionals
CMP-3321,Launch Push 2023,Podcast,2023-08-20,2023-10-05,33166.83,25060.69,277328,15268,5.51,2149,14.08,65667.38,162.03,25-34 Professionals
CMP-3322,Winter Push 2022,Direct Mail,2022-04-11,2022-06-18,2641.08,1707.57,139655,9798,7.02,1385,14.14,69271.54,3956.73,18-24 Urban
CMP-3323,Flash Sale 2024,Video Ads,2024-02-12,2024-04-03,26290.53,24755.46,96028,1760,1.83,204,11.59,32781.78,32.42,55+ Retirees
CMP-3324,Mega Promo 2023,Social Media,2023-03-16,2023-05-17,1419.73,1269.23,285012,12415,4.36,1834,14.77,212904.54,16674.31,Students
CMP-3325,Mega Special 2023,Email,2023-08-06,2023-09-23,22261.71,16172.87,216107,9561,4.42,269,2.81,36919.94,128.28,18-24 Urban
CMP-3326,Launch Sale 2024,Podcast,2024-11-04,2025-01-24,33102.99,32349.48,127701,6848,5.36,113,1.65,10883.74,-66.36,Students
CMP-3327,Premium Sale 2023,Influencer,2023-07-18,2023-09-17,22160.58,21718.53,117740,2312,1.96,325,14.06,39647.78,82.55,Small Business
CMP-3328,Holiday Drive 2023,Social Media,2023-11-22,2023-12-02,5954.92,5894.3,435838,8700,2.0,324,3.72,63288.38,973.72,Students
CMP-3329,Flash Drive 2022,Video Ads,2022-10-02,2022-12-10,35132.07,29825.66,226443,12943,5.72,304,2.35,59677.54,100.09,18-24 Urban
CMP-3330,Fall Offer 2022,Display Ads,2022-10-25,2022-12-21,44770.39,41658.27,30473,431,1.41,49,11.37,8428.94,-79.77,35-44 Parents
CMP-3331,Premium Deal 2023,Video Ads,2023-03-03,2023-03-20,2776.25,2446.1,419575,18466,4.4,2010,10.88,371890.5,15103.41,Enterprise
CMP-3332,Mega Event 2022,Search Ads,2022-10-16,2022-10-27,18903.1,13537.49,14704,900,6.12,20,2.22,2266.51,-83.26,Students
CMP-3333,Premium Deal 2022,Video Ads,2022-12-04,2023-01-31,11729.43,8461.2,46722,2968,6.35,256,8.63,18151.83,114.53,25-34 Professionals
CMP-3334,Summer Drive 2025,Social Media,2025-01-30,2025-02-15,41170.38,36043.29,71239,2830,3.97,284,10.04,54471.21,51.13,55+ Retirees
CMP-3335,Launch Campaign 2024,Direct Mail,2024-12-12,2025-01-09,37134.05,30603.73,78506,3141,4.0,338,10.76,23192.61,-24.22,45-54 Homeowners
CMP-3336,Winter Push 2024,Video Ads,2024-01-31,2024-04-04,36821.64,29928.56,368044,24096,6.55,1596,6.62,186295.94,522.47,Students
CMP-3337,Premium Campaign 2023,Podcast,2023-04-18,2023-06-23,14635.02,11478.84,168173,11360,6.75,1670,14.7,167814.17,1361.94,45-54 Homeowners
CMP-3338,Exclusive Promo 2022,Search Ads,2022-09-11,2022-12-10,41041.24,33488.48,236838,2500,1.06,111,4.44,10690.67,-68.08,25-34 Professionals
CMP-3339,Launch Deal 2023,Podcast,2023-11-11,2024-01-02,13882.51,12759.0,88717,5971,6.73,426,7.13,53692.88,320.82,18-24 Urban
CMP-3340,Winter Offer 2023,Video Ads,2023-07-10,2023-07-30,12899.02,11355.0,485937,37446,7.71,3170,8.47,299438.31,2537.06,45-54 Homeowners
CMP-3341,Exclusive Deal 2022,Podcast,2022-11-05,2022-12-13,18710.05,16854.35,487598,37851,7.76,2490,6.58,106988.64,534.78,Small Business
CMP-3342,Spring Special 2023,Podcast,2023-11-26,2024-01-05,36124.01,28913.63,24649,1681,6.82,83,4.94,2673.5,-90.75,Small Business
CMP-3343,Mega Deal 2024,Display Ads,2024-07-29,2024-09-26,35644.17,22371.4,304536,10795,3.54,739,6.85,102508.74,358.21,35-44 Parents
CMP-3344,Premium Special 2024,Email,2024-10-07,2024-12-21,33821.39,22926.63,339639,19903,5.86,2617,13.15,384008.89,1574.95,Students
CMP-3345,Winter Drive 2024,Social Media,2024-12-28,2025-03-21,31631.02,29267.06,267077,14533,5.44,1628,11.2,182465.68,523.45,18-24 Urban
CMP-3346,Fall Offer 2022,Video Ads,2022-08-10,2022-09-10,20488.83,13361.22,7863,338,4.3,12,3.55,1556.62,-88.35,Enterprise
CMP-3347,Fall Blast 2024,Influencer,2024-09-13,2024-10-26,43804.22,42510.81,220570,12535,5.68,464,3.7,69718.39,64.0,18-24 Urban
CMP-3348,Exclusive Sale 2024,Influencer,2024-01-19,2024-03-05,32609.54,25644.95,278875,19475,6.98,2457,12.62,176486.3,588.19,Small Business
CMP-3349,Holiday Drive 2023,Podcast,2023-06-21,2023-08-28,14698.61,8862.55,71903,3234,4.5,290,8.97,13588.88,53.33,25-34 Professionals
