review_id,product_id,user_id,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,product_category,sentiment
REV-101241,PROD-3283,USR-46981,2024-10-31,3,Reasonable value,This value is reasonable. Exactly what I was looking for.,True,127,Sports,Neutral
REV-101242,PROD-4736,USR-43598,2023-06-22,4,Love purchase,This purchase is love. Compared to similar products this stands out.,False,175,Books,Positive
REV-101243,PROD-1370,USR-36735,2024-06-17,4,Amazing experience,This experience is amazing. Could be better for the price.,True,2,Electronics,Positive
REV-101244,PROD-4956,USR-70806,2024-09-01,5,Love value,This value is love. Shipping was fast and packaging was good.,True,22,Sports,Positive
REV-101245,PROD-4874,USR-16887,2022-11-13,5,Superb purchase,This purchase is superb. Quality is superb as described.,True,137,Books,Positive
REV-101246,PROD-1987,USR-18231,2022-04-12,4,Outstanding value,This value is outstanding. I have been using this for weeks now.,True,149,Toys,Positive
REV-101247,PROD-4714,USR-49708,2025-06-22,5,Perfect experience,This experience is perfect. I would definitely recommend this to others.,True,170,Sports,Positive
REV-101248,PROD-1761,USR-78153,2024-09-03,5,Wonderful item,This item is wonderful. Compared to similar products this stands out.,True,21,Toys,Positive
REV-101249,PROD-3692,USR-55375,2022-05-16,4,Great design,This design is great. Great design for the money.,True,144,Clothing,Positive
REV-101250,PROD-3773,USR-44322,2024-10-11,3,Fair performance,This performance is fair. I would definitely recommend this to others.,True,173,Clothing,Neutral
REV-101251,PROD-3607,USR-21241,2022-07-27,5,Great material,This material is great. Great material for the money.,True,43,Electronics,Positive
REV-101252,PROD-3579,USR-24103,2023-01-05,2,Useless material,This material is useless. I have been using this for weeks now.,True,115,Sports,Negative
REV-101253,PROD-4737,USR-93875,2024-12-15,5,Amazing design,This design is amazing. I have been using this for weeks now.,False,114,Sports,Positive
REV-101254,PROD-4630,USR-43435,2022-10-22,3,Okay item,This item is okay. Exactly what I was looking for.,True,172,Sports,Neutral
REV-101255,PROD-1766,USR-79214,2022-02-27,1,Useless design,This design is useless. I would definitely recommend this to others.,True,197,Books,Negative
REV-101256,PROD-4007,USR-89185,2025-11-25,4,Love performance,This performance is love. I would definitely recommend this to others.,True,57,Beauty,Positive
REV-101257,PROD-4446,USR-94191,2023-02-04,4,Amazing quality,This quality is amazing. Could be better for the price.,True,31,Beauty,Positive
REV-101258,PROD-2811,USR-70332,2025-03-28,4,Best purchase,This purchase is best. Shipping was fast and packaging was good.,False,27,Sports,Positive
REV-101259,PROD-1431,USR-78931,2022-03-20,4,Love design,This design is love. Compared to similar products this stands out.,True,49,Sports,Positive
REV-101260,PROD-3246,USR-38639,2022-11-04,4,Amazing delivery,This delivery is amazing. The delivery met my expectations overall.,False,48,Grocery,Positive
REV-101261,PROD-3585,USR-30359,2023-01-08,4,Superb value,This value is superb. Great value for the money.,False,96,Electronics,Positive
REV-101262,PROD-1711,USR-52540,2025-02-04,4,Wonderful material,This material is wonderful. I would definitely recommend this to others.,True,97,Clothing,Positive
REV-101263,PROD-2690,USR-21805,2023-08-22,4,Fantastic purchase,This purchase is fantastic. The purchase met my expectations overall.,True,168,Home & Kitchen,Positive
REV-101264,PROD-1345,USR-92489,2023-05-01,3,Decent value,This value is decent. Could be better for the price.,True,23,Beauty,Neutral
REV-101265,PROD-1459,USR-24172,2024-11-04,3,Fair material,This material is fair. Shipping was fast and packaging was good.,True,65,Clothing,Neutral
REV-101266,PROD-3497,USR-47692,2023-05-29,5,Fantastic delivery,This delivery is fantastic. Could be better for the price.,False,88,Grocery,Positive
REV-101267,PROD-2693,USR-78104,2025-05-27,4,Outstanding delivery,This delivery is outstanding. Quality is outstanding as described.,True,18,Sports,Positive
REV-101268,PROD-3363,USR-27430,2024-12-30,5,Best product,This product is best. Exactly what I was looking for.,False,166,Sports,Positive
REV-101269,PROD-1446,USR-47426,2025-07-11,5,Best experience,This experience is best. Exactly what I was looking for.,True,22,Books,Positive
REV-101270,PROD-3747,USR-97529,2024-05-17,4,Excellent material,This material is excellent. Not sure I would buy this again.,True,14,Electronics,Positive
REV-101271,PROD-3599,USR-47653,2023-01-30,5,Wonderful purchase,This purchase is wonderful. Great purchase for the money.,True,161,Toys,Positive
REV-101272,PROD-4212,USR-43377,2024-04-10,5,Outstanding quality,This quality is outstanding. Could be better for the price.,True,147,Toys,Positive
REV-101273,PROD-2042,USR-68121,2023-03-20,5,Fantastic experience,This experience is fantastic. Great experience for the money.,False,102,Beauty,Positive
REV-101274,PROD-3276,USR-22609,2025-11-21,2,Defective item,This item is defective. The item met my expectations overall.,True,193,Electronics,Negative
REV-101275,PROD-2644,USR-93312,2022-06-23,2,Awful value,This value is awful. The value met my expectations overall.,True,85,Beauty,Negative
REV-101276,PROD-1268,USR-83560,2022-07-27,2,Awful experience,This experience is awful. Exactly what I was looking for.,True,112,Grocery,Negative
REV-101277,PROD-2063,USR-98763,2024-12-15,5,Excellent purchase,This purchase is excellent. I have been using this for weeks now.,True,193,Electronics,Positive
REV-101278,PROD-3376,USR-20480,2025-01-04,5,Great purchase,This purchase is great. Compared to similar products this stands out.,True,70,Sports,Positive
REV-101279,PROD-3728,USR-57681,2024-05-05,3,Acceptable design,This design is acceptable. Shipping was fast and packaging was good.,True,119,Beauty,Neutral
REV-101280,PROD-2388,USR-89766,2024-05-26,1,Bad material,This material is bad. Quality is bad as described.,True,157,Beauty,Negative
REV-101281,PROD-4070,USR-12723,2025-03-26,4,Great purchase,This purchase is great. I have been using this for weeks now.,True,46,Toys,Positive
REV-101282,PROD-4676,USR-18352,2022-10-25,3,Decent quality,This quality is decent. Quality is decent as described.,True,51,Electronics,Neutral
REV-101283,PROD-1760,USR-67187,2024-04-14,5,Love design,This design is love. Shipping was fast and packaging was good.,True,174,Beauty,Positive
REV-101284,PROD-3410,USR-39976,2022-01-18,2,Useless design,This design is useless. Could be better for the price.,False,189,Books,Negative
REV-101285,PROD-1000,USR-34667,2025-01-12,4,Outstanding performance,This performance is outstanding. I have been using this for weeks now.,False,188,Clothing,Positive
REV-101286,PROD-1133,USR-49956,2023-02-10,5,Best design,This design is best. Could be better for the price.,True,19,Toys,Positive
REV-101287,PROD-3145,USR-83087,2023-03-26,4,Outstanding item,This item is outstanding. Exactly what I was looking for.,False,22,Grocery,Positive
REV-101288,PROD-4307,USR-36545,2024-06-02,2,Awful performance,This performance is awful. I have been using this for weeks now.,False,181,Beauty,Negative
REV-101289,PROD-4763,USR-61239,2022-08-19,4,Love experience,This experience is love. Could be better for the price.,False,181,Clothing,Positive
REV-101290,PROD-3734,USR-55407,2023-09-27,2,Defective product,This product is defective. Exactly what I was looking for.,False,144,Grocery,Negative
REV-101291,PROD-4591,USR-38277,2022-01-02,4,Love item,This item is love. Exactly what I was looking for.,True,97,Beauty,Positive
REV-101292,PROD-1285,USR-29266,2024-05-09,5,Perfect design,This design is perfect. The design met my expectations overall.,True,31,Sports,Positive
REV-101293,PROD-4715,USR-17841,2025-05-16,4,Love design,This design is love. The design met my expectations overall.,True,145,Books,Positive
REV-101294,PROD-4361,USR-22597,2023-02-20,4,Excellent experience,This experience is excellent. Compared to similar products this stands out.,True,121,Toys,Positive
REV-101295,PROD-1901,USR-82953,2022-07-20,3,Acceptable performance,This performance is acceptable. Not sure I would buy this again.,True,192,Toys,Neutral
REV-101296,PROD-1903,USR-22557,2024-08-17,4,Love product,This product is love. Quality is love as described.,True,17,Clothing,Positive
REV-101297,PROD-2649,USR-25483,2023-05-23,5,Best quality,This quality is best. Quality is best as described.,True,124,Grocery,Positive
REV-101298,PROD-4956,USR-22793,2022-12-08,4,Fantastic purchase,This purchase is fantastic. Could be better for the price.,False,124,Home & Kitchen,Positive
REV-101299,PROD-4339,USR-89369,2023-09-29,4,Wonderful material,This material is wonderful. Could be better for the price.,True,175,Home & Kitchen,Positive
REV-101300,PROD-1141,USR-86934,2025-07-27,4,Outstanding performance,This performance is outstanding. The performance met my expectations overall.,True,102,Grocery,Positive
REV-101301,PROD-1014,USR-34909,2023-10-31,5,Perfect design,This design is perfect. Not sure I would buy this again.,True,152,Electronics,Positive
REV-101302,PROD-2132,USR-49875,2023-07-14,5,Excellent value,This value is excellent. I have been using this for weeks now.,True,71,Clothing,Positive
REV-101303,PROD-1279,USR-73799,2025-05-28,2,Broken material,This material is broken. I would definitely recommend this to others.,True,132,Grocery,Negative
REV-101304,PROD-1766,USR-84830,2022-04-13,4,Superb item,This item is superb. I would definitely recommend this to others.,False,39,Books,Positive
REV-101305,PROD-2350,USR-81919,2024-02-11,4,Fantastic delivery,This delivery is fantastic. The delivery met my expectations overall.,True,63,Toys,Positive
REV-101306,PROD-2335,USR-57297,2025-08-15,5,Amazing delivery,This delivery is amazing. I have been using this for weeks now.,False,158,Grocery,Positive
REV-101307,PROD-4126,USR-13339,2024-11-25,4,Fantastic experience,This experience is fantastic. Quality is fantastic as described.,True,60,Beauty,Positive
REV-101308,PROD-4934,USR-50726,2023-12-18,5,Amazing value,This value is amazing. Exactly what I was looking for.,True,164,Books,Positive
REV-101309,PROD-2623,USR-11746,2023-05-22,5,Superb product,This product is superb. Exactly what I was looking for.,True,90,Clothing,Positive
REV-101310,PROD-1435,USR-62579,2025-05-28,5,Best purchase,This purchase is best. Great purchase for the money.,False,1,Clothing,Positive
REV-101311,PROD-3779,USR-50741,2024-03-10,4,Amazing material,This material is amazing. Compared to similar products this stands out.,False,42,Sports,Positive
REV-101312,PROD-2965,USR-54201,2022-01-09,5,Excellent design,This design is excellent. The design met my expectations overall.,True,81,Toys,Positive
REV-101313,PROD-1346,USR-34306,2022-06-08,5,Perfect material,This material is perfect. Compared to similar products this stands out.,True,106,Grocery,Positive
REV-101314,PROD-1067,USR-26639,2023-02-04,4,Love product,This product is love. Could be better for the price.,True,184,Toys,Positive
REV-101315,PROD-1014,USR-27468,2022-03-10,1,Useless design,This design is useless. The design met my expectations overall.,False,59,Clothing,Negative
REV-101316,PROD-2383,USR-89814,2024-06-08,4,Fantastic material,This material is fantastic. Exactly what I was looking for.,False,160,Home & Kitchen,Positive
REV-101317,PROD-3514,USR-13835,2025-01-18,4,Fantastic performance,This performance is fantastic. Could be better for the price.,True,0,Clothing,Positive
REV-101318,PROD-4783,USR-49596,2023-03-26,5,Fantastic value,This value is fantastic. Compared to similar products this stands out.,True,56,Sports,Positive
REV-101319,PROD-4997,USR-55446,2025-07-22,5,Outstanding design,This design is outstanding. Great design for the money.,True,80,Home & Kitchen,Positive
REV-101320,PROD-2714,USR-73426,2022-05-08,5,Perfect design,This design is perfect. Great design for the money.,False,50,Toys,Positive
REV-101321,PROD-2230,USR-74950,2025-11-21,1,Horrible purchase,This purchase is horrible. I have been using this for weeks now.,False,36,Electronics,Negative
REV-101322,PROD-1324,USR-44991,2023-04-21,5,Amazing delivery,This delivery is amazing. Not sure I would buy this again.,False,148,Toys,Positive
REV-101323,PROD-2539,USR-82658,2025-02-22,5,Superb purchase,This purchase is superb. Great purchase for the money.,False,196,Toys,Positive
REV-101324,PROD-1068,USR-61671,2023-02-05,5,Wonderful material,This material is wonderful. I would definitely recommend this to others.,True,89,Beauty,Positive
REV-101325,PROD-2577,USR-80439,2022-06-03,5,Excellent purchase,This purchase is excellent. Could be better for the price.,True,69,Books,Positive
REV-101326,PROD-4626,USR-93776,2023-08-03,5,Wonderful delivery,This delivery is wonderful. Shipping was fast and packaging was good.,False,31,Beauty,Positive
REV-101327,PROD-4034,USR-35212,2025-08-23,4,Fantastic quality,This quality is fantastic. I would definitely recommend this to others.,True,22,Beauty,Positive
REV-101328,PROD-4619,USR-20915,2025-09-03,5,Fantastic product,This product is fantastic. The product met my expectations overall.,True,181,Toys,Positive
REV-101329,PROD-1082,USR-58039,2022-05-25,4,Best material,This material is best. Quality is best as described.,True,105,Grocery,Positive
REV-101330,PROD-1545,USR-69008,2024-08-08,2,Disappointing value,This value is disappointing. The value met my expectations overall.,False,42,Books,Negative
REV-101331,PROD-4821,USR-65602,2025-10-08,4,Perfect design,This design is perfect. I have been using this for weeks now.,True,72,Home & Kitchen,Positive
REV-101332,PROD-3156,USR-50543,2022-03-13,5,Superb product,This product is superb. Could be better for the price.,True,160,Beauty,Positive
REV-101333,PROD-3289,USR-86034,2023-02-01,5,Perfect delivery,This delivery is perfect. Great delivery for the money.,False,4,Toys,Positive
REV-101334,PROD-3808,USR-81015,2022-03-04,1,Broken design,This design is broken. Quality is broken as described.,True,94,Sports,Negative
REV-101335,PROD-2309,USR-42025,2022-09-01,1,Defective design,This design is defective. Great design for the money.,True,23,Electronics,Negative
REV-101336,PROD-1236,USR-10359,2024-11-30,4,Wonderful item,This item is wonderful. Shipping was fast and packaging was good.,True,47,Toys,Positive
REV-101337,PROD-3637,USR-49821,2022-08-12,5,Fantastic product,This product is fantastic. Exactly what I was looking for.,True,101,Clothing,Positive
REV-101338,PROD-3427,USR-95146,2024-07-08,5,Love experience,This experience is love. Quality is love as described.,True,135,Sports,Positive
REV-101339,PROD-3095,USR-98171,2024-06-23,4,Outstanding delivery,This delivery is outstanding. Could be better for the price.,False,190,Sports,Positive
REV-101340,PROD-2083,USR-63828,2023-09-09,1,Terrible design,This design is terrible. Shipping was fast and packaging was good.,True,50,Home & Kitchen,Negative
REV-101341,PROD-4433,USR-45183,2022-03-20,3,Okay quality,This quality is okay. The quality met my expectations overall.,True,8,Beauty,Neutral
REV-101342,PROD-1223,USR-42271,2025-02-26,4,Amazing item,This item is amazing. I have been using this for weeks now.,True,22,Books,Positive
REV-101343,PROD-2920,USR-53683,2024-06-13,4,Amazing product,This product is amazing. Not sure I would buy this again.,False,146,Clothing,Positive
REV-101344,PROD-1256,USR-85130,2022-01-13,4,Great product,This product is great. Not sure I would buy this again.,False,64,Beauty,Positive
REV-101345,PROD-2318,USR-14691,2022-11-01,4,Love purchase,This purchase is love. Quality is love as described.,True,142,Sports,Positive
REV-101346,PROD-1398,USR-68364,2022-08-25,5,Love item,This item is love. Could be better for the price.,False,166,Clothing,Positive
REV-101347,PROD-4890,USR-69554,2022-07-16,4,Amazing quality,This quality is amazing. Quality is amazing as described.,True,48,Electronics,Positive
REV-101348,PROD-3507,USR-48162,2024-08-29,4,Superb purchase,This purchase is superb. Not sure I would buy this again.,True,100,Grocery,Positive
REV-101349,PROD-3051,USR-20217,2023-10-19,4,Superb experience,This experience is superb. Compared to similar products this stands out.,True,194,Home & Kitchen,Positive
REV-101350,PROD-2351,USR-62694,2022-09-27,3,Fair purchase,This purchase is fair. Quality is fair as described.,True,49,Sports,Neutral
REV-101351,PROD-4362,USR-21902,2024-06-08,4,Love material,This material is love. Compared to similar products this stands out.,True,167,Electronics,Positive
REV-101352,PROD-3847,USR-17653,2024-02-04,4,Best quality,This quality is best. Compared to similar products this stands out.,True,72,Electronics,Positive
REV-101353,PROD-4618,USR-77141,2023-05-23,1,Awful performance,This performance is awful. Compared to similar products this stands out.,True,36,Toys,Negative
REV-101354,PROD-2799,USR-72257,2023-10-03,5,Great quality,This quality is great. Exactly what I was looking for.,False,182,Clothing,Positive
REV-101355,PROD-3008,USR-90562,2023-11-08,2,Worst design,This design is worst. Quality is worst as described.,True,153,Grocery,Negative
REV-101356,PROD-2493,USR-76663,2024-11-26,5,Superb material,This material is superb. I have been using this for weeks now.,True,22,Books,Positive
REV-101357,PROD-3209,USR-66750,2023-05-18,4,Best design,This design is best. I would definitely recommend this to others.,True,189,Books,Positive
REV-101358,PROD-1527,USR-68093,2023-06-01,5,Fantastic item,This item is fantastic. Compared to similar products this stands out.,True,70,Grocery,Positive
REV-101359,PROD-2355,USR-80395,2023-06-28,5,Amazing performance,This performance is amazing. Not sure I would buy this again.,True,191,Toys,Positive
REV-101360,PROD-3037,USR-10726,2022-06-19,5,Love purchase,This purchase is love. Quality is love as described.,True,169,Beauty,Positive
REV-101361,PROD-4595,USR-51870,2024-04-30,5,Best item,This item is best. Shipping was fast and packaging was good.,True,30,Beauty,Positive
REV-101362,PROD-2712,USR-29339,2022-07-23,5,Love performance,This performance is love. I have been using this for weeks now.,True,172,Beauty,Positive
REV-101363,PROD-2337,USR-35959,2022-10-15,3,Reasonable design,This design is reasonable. Not sure I would buy this again.,True,67,Clothing,Neutral
REV-101364,PROD-3090,USR-51489,2022-11-10,5,Great material,This material is great. I would definitely recommend this to others.,True,137,Toys,Positive
REV-101365,PROD-2797,USR-90578,2024-09-15,3,Standard experience,This experience is standard. Compared to similar products this stands out.,True,52,Sports,Neutral
REV-101366,PROD-1503,USR-89628,2024-03-14,5,Perfect performance,This performance is perfect. Shipping was fast and packaging was good.,False,100,Electronics,Positive
REV-101367,PROD-3139,USR-17038,2022-08-15,4,Love material,This material is love. I have been using this for weeks now.,True,94,Clothing,Positive
REV-101368,PROD-1847,USR-38678,2025-12-07,3,Adequate performance,This performance is adequate. The performance met my expectations overall.,True,161,Home & Kitchen,Neutral
REV-101369,PROD-4331,USR-62149,2025-10-19,5,Superb material,This material is superb. Could be better for the price.,True,12,Home & Kitchen,Positive
REV-101370,PROD-3424,USR-61255,2025-11-14,5,Superb item,This item is superb. Shipping was fast and packaging was good.,True,18,Electronics,Positive
REV-101371,PROD-4623,USR-78357,2022-04-29,5,Best design,This design is best. Quality is best as described.,True,78,Electronics,Positive
REV-101372,PROD-2882,USR-45643,2025-04-03,5,Perfect material,This material is perfect. The material met my expectations overall.,True,137,Clothing,Positive
REV-101373,PROD-3162,USR-60832,2022-12-27,3,Adequate design,This design is adequate. Could be better for the price.,True,51,Grocery,Neutral
REV-101374,PROD-3950,USR-39795,2025-06-20,1,Broken design,This design is broken. I would definitely recommend this to others.,True,174,Toys,Negative
REV-101375,PROD-4056,USR-94388,2023-08-01,2,Disappointing item,This item is disappointing. Could be better for the price.,True,34,Grocery,Negative
REV-101376,PROD-4795,USR-56995,2025-06-17,2,Worst product,This product is worst. I have been using this for weeks now.,True,171,Toys,Negative
REV-101377,PROD-4957,USR-65445,2024-10-25,3,Fair quality,This quality is fair. Quality is fair as described.,False,44,Electronics,Neutral
REV-101378,PROD-1420,USR-30422,2025-09-09,4,Amazing value,This value is amazing. Great value for the money.,True,169,Electronics,Positive
REV-101379,PROD-1686,USR-78459,2024-12-17,5,Amazing purchase,This purchase is amazing. I have been using this for weeks now.,True,70,Beauty,Positive
REV-101380,PROD-3959,USR-59495,2022-06-22,5,Excellent purchase,This purchase is excellent. Not sure I would buy this again.,True,89,Toys,Positive
REV-101381,PROD-2652,USR-57572,2023-12-13,4,Superb item,This item is superb. I would definitely recommend this to others.,True,128,Electronics,Positive
REV-101382,PROD-2450,USR-86046,2025-11-18,4,Excellent performance,This performance is excellent. Not sure I would buy this again.,True,159,Beauty,Positive
REV-101383,PROD-1384,USR-84631,2022-04-16,5,Superb value,This value is superb. The value met my expectations overall.,True,122,Sports,Positive
REV-101384,PROD-3490,USR-34637,2024-03-13,3,Standard delivery,This delivery is standard. Great delivery for the money.,True,145,Clothing,Neutral
REV-101385,PROD-2278,USR-65272,2022-05-08,5,Amazing purchase,This purchase is amazing. Compared to similar products this stands out.,True,147,Books,Positive
REV-101386,PROD-1557,USR-42738,2023-07-18,4,Great design,This design is great. I would definitely recommend this to others.,False,200,Sports,Positive
REV-101387,PROD-2575,USR-35937,2025-10-13,4,Best quality,This quality is best. Shipping was fast and packaging was good.,True,91,Books,Positive
REV-101388,PROD-2509,USR-82554,2024-12-16,4,Fantastic purchase,This purchase is fantastic. Compared to similar products this stands out.,False,108,Grocery,Positive
REV-101389,PROD-1995,USR-61918,2022-09-30,5,Amazing performance,This performance is amazing. Great performance for the money.,False,117,Home & Kitchen,Positive
REV-101390,PROD-1546,USR-86709,2024-10-04,5,Great material,This material is great. Exactly what I was looking for.,False,175,Grocery,Positive
REV-101391,PROD-2495,USR-38788,2023-03-28,3,Alright material,This material is alright. Could be better for the price.,True,136,Beauty,Neutral
REV-101392,PROD-4582,USR-38628,2022-08-13,1,Worst value,This value is worst. Shipping was fast and packaging was good.,False,137,Beauty,Negative
REV-101393,PROD-3426,USR-89156,2023-11-14,5,Great performance,This performance is great. Shipping was fast and packaging was good.,True,99,Grocery,Positive
REV-101394,PROD-4234,USR-47096,2022-05-10,2,Bad material,This material is bad. Exactly what I was looking for.,True,122,Sports,Negative
REV-101395,PROD-3365,USR-55037,2022-08-29,3,Standard performance,This performance is standard. Not sure I would buy this again.,True,88,Beauty,Neutral
REV-101396,PROD-1541,USR-36730,2025-03-05,2,Terrible experience,This experience is terrible. Exactly what I was looking for.,True,89,Home & Kitchen,Negative
REV-101397,PROD-2539,USR-96784,2023-01-13,1,Horrible product,This product is horrible. Compared to similar products this stands out.,True,156,Books,Negative
REV-101398,PROD-1952,USR-53606,2025-02-02,2,Worst item,This item is worst. I would definitely recommend this to others.,True,54,Beauty,Negative
REV-101399,PROD-4835,USR-66717,2023-04-15,5,Excellent delivery,This delivery is excellent. I would definitely recommend this to others.,True,112,Clothing,Positive
REV-101400,PROD-3822,USR-13316,2023-03-11,3,Okay experience,This experience is okay. Exactly what I was looking for.,True,167,Grocery,Neutral
REV-101401,PROD-4133,USR-81155,2025-10-24,3,Average design,This design is average. Not sure I would buy this again.,True,92,Toys,Neutral
REV-101402,PROD-4278,USR-98558,2023-10-17,5,Best experience,This experience is best. I have been using this for weeks now.,True,177,Toys,Positive
REV-101403,PROD-1410,USR-36405,2024-03-21,3,Reasonable item,This item is reasonable. Compared to similar products this stands out.,True,15,Grocery,Neutral
REV-101404,PROD-2452,USR-74569,2025-06-28,4,Wonderful item,This item is wonderful. Not sure I would buy this again.,True,74,Beauty,Positive
REV-101405,PROD-4020,USR-76533,2025-03-03,4,Love performance,This performance is love. Quality is love as described.,True,59,Grocery,Positive
REV-101406,PROD-1419,USR-69245,2022-04-25,5,Fantastic design,This design is fantastic. I would definitely recommend this to others.,False,161,Toys,Positive
REV-101407,PROD-3880,USR-65107,2022-08-09,4,Love performance,This performance is love. Great performance for the money.,True,154,Home & Kitchen,Positive
REV-101408,PROD-2802,USR-63921,2025-05-22,3,Decent experience,This experience is decent. I would definitely recommend this to others.,True,199,Beauty,Neutral
REV-101409,PROD-1177,USR-62275,2022-12-23,3,Average quality,This quality is average. Quality is average as described.,True,124,Toys,Neutral
REV-101410,PROD-4597,USR-86172,2024-06-12,2,Useless design,This design is useless. The design met my expectations overall.,True,27,Electronics,Negative
REV-101411,PROD-3576,USR-43786,2025-09-26,5,Wonderful item,This item is wonderful. I have been using this for weeks now.,True,156,Home & Kitchen,Positive
REV-101412,PROD-4034,USR-40121,2022-03-23,4,Love delivery,This delivery is love. The delivery met my expectations overall.,True,18,Books,Positive
REV-101413,PROD-3842,USR-90774,2025-01-27,5,Wonderful quality,This quality is wonderful. The quality met my expectations overall.,True,151,Clothing,Positive
REV-101414,PROD-2573,USR-11361,2024-06-03,5,Love delivery,This delivery is love. Compared to similar products this stands out.,False,25,Grocery,Positive
REV-101415,PROD-3999,USR-89358,2024-09-23,5,Best item,This item is best. I have been using this for weeks now.,True,159,Sports,Positive
REV-101416,PROD-4265,USR-58328,2023-05-20,5,Love performance,This performance is love. I have been using this for weeks now.,True,113,Toys,Positive
REV-101417,PROD-3235,USR-18669,2022-09-02,5,Best product,This product is best. Quality is best as described.,True,62,Clothing,Positive
REV-101418,PROD-1526,USR-70532,2022-04-24,5,Superb performance,This performance is superb. Exactly what I was looking for.,True,33,Toys,Positive
REV-101419,PROD-4881,USR-64029,2023-11-06,5,Perfect quality,This quality is perfect. Quality is perfect as described.,True,55,Electronics,Positive
REV-101420,PROD-3087,USR-16613,2024-08-15,2,Worst value,This value is worst. Great value for the money.,True,161,Home & Kitchen,Negative
REV-101421,PROD-4291,USR-90494,2022-05-14,5,Wonderful product,This product is wonderful. I would definitely recommend this to others.,True,113,Grocery,Positive
REV-101422,PROD-2405,USR-42259,2024-12-03,5,Great product,This product is great. Not sure I would buy this again.,True,27,Electronics,Positive
REV-101423,PROD-1648,USR-30154,2023-12-19,4,Great item,This item is great. Exactly what I was looking for.,True,163,Books,Positive
REV-101424,PROD-1174,USR-66304,2024-02-15,3,Alright quality,This quality is alright. Exactly what I was looking for.,True,20,Clothing,Neutral
REV-101425,PROD-3390,USR-33902,2024-10-31,4,Outstanding item,This item is outstanding. Great item for the money.,False,1,Electronics,Positive
REV-101426,PROD-2355,USR-30797,2024-02-20,5,Superb delivery,This delivery is superb. Shipping was fast and packaging was good.,True,99,Toys,Positive
REV-101427,PROD-4440,USR-59078,2023-01-13,5,Outstanding quality,This quality is outstanding. I would definitely recommend this to others.,True,192,Home & Kitchen,Positive
REV-101428,PROD-3882,USR-96441,2024-02-26,5,Excellent delivery,This delivery is excellent. Great delivery for the money.,True,155,Beauty,Positive
REV-101429,PROD-3569,USR-35122,2023-04-26,5,Perfect purchase,This purchase is perfect. I would definitely recommend this to others.,True,86,Beauty,Positive
REV-101430,PROD-3689,USR-69280,2023-04-25,1,Awful delivery,This delivery is awful. Could be better for the price.,True,98,Electronics,Negative
REV-101431,PROD-3257,USR-73571,2022-06-25,5,Best material,This material is best. Quality is best as described.,True,114,Home & Kitchen,Positive
REV-101432,PROD-4533,USR-34967,2024-03-05,5,Superb item,This item is superb. I have been using this for weeks now.,True,11,Electronics,Positive
REV-101433,PROD-4521,USR-79170,2022-05-11,5,Love delivery,This delivery is love. Quality is love as described.,True,78,Home & Kitchen,Positive
REV-101434,PROD-2634,USR-70573,2022-04-12,4,Wonderful quality,This quality is wonderful. Exactly what I was looking for.,True,45,Clothing,Positive
REV-101435,PROD-1537,USR-43100,2022-07-23,4,Outstanding product,This product is outstanding. Great product for the money.,True,175,Grocery,Positive
REV-101436,PROD-4787,USR-85949,2022-06-29,5,Amazing purchase,This purchase is amazing. Could be better for the price.,True,63,Electronics,Positive
REV-101437,PROD-2916,USR-74230,2023-10-17,4,Wonderful item,This item is wonderful. I have been using this for weeks now.,True,23,Clothing,Positive
REV-101438,PROD-1362,USR-35886,2022-09-21,5,Great experience,This experience is great. The experience met my expectations overall.,True,133,Grocery,Positive
REV-101439,PROD-1944,USR-56712,2022-09-22,2,Disappointing experience,This experience is disappointing. Exactly what I was looking for.,True,99,Electronics,Negative
REV-101440,PROD-3993,USR-59652,2024-01-02,5,Superb value,This value is superb. Not sure I would buy this again.,True,155,Beauty,Positive
REV-101441,PROD-4952,USR-81009,2022-05-08,3,Fair purchase,This purchase is fair. Not sure I would buy this again.,True,16,Electronics,Neutral
REV-101442,PROD-3148,USR-28968,2023-09-18,5,Superb product,This product is superb. Great product for the money.,True,43,Grocery,Positive
REV-101443,PROD-1795,USR-83066,2025-06-16,4,Perfect purchase,This purchase is perfect. Not sure I would buy this again.,True,136,Grocery,Positive
REV-101444,PROD-3466,USR-32889,2022-03-22,3,Fair value,This value is fair. Could be better for the price.,False,71,Sports,Neutral
REV-101445,PROD-4572,USR-33448,2025-09-01,3,Fair product,This product is fair. Quality is fair as described.,True,190,Electronics,Neutral
REV-101446,PROD-1215,USR-97087,2022-06-17,4,Excellent experience,This experience is excellent. Not sure I would buy this again.,True,49,Clothing,Positive
REV-101447,PROD-4242,USR-95332,2025-03-12,5,Best product,This product is best. I would definitely recommend this to others.,True,195,Home & Kitchen,Positive
REV-101448,PROD-4397,USR-91688,2024-10-14,4,Wonderful experience,This experience is wonderful. I have been using this for weeks now.,False,0,Beauty,Positive
REV-101449,PROD-1711,USR-68580,2023-06-22,4,Wonderful experience,This experience is wonderful. Not sure I would buy this again.,True,170,Electronics,Positive
REV-101450,PROD-4144,USR-98706,2025-02-28,3,Acceptable delivery,This delivery is acceptable. Exactly what I was looking for.,True,38,Books,Neutral
REV-101451,PROD-1157,USR-59055,2024-02-02,5,Best delivery,This delivery is best. Could be better for the price.,False,162,Beauty,Positive
REV-101452,PROD-4727,USR-70860,2022-05-12,4,Excellent experience,This experience is excellent. Great experience for the money.,False,60,Toys,Positive
